Station ID,Climate ID,Name,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Province
2253,2402594,IQALUIT UA,63.75,-68.55,NU
2254,2402596,IQALUIT A,63.76,-68.56,NU
2255,2402600,ISACHSEN,78.78,-103.53,NU
2256,2402604,ISACHSEN (AUT),78.79,-103.55,NU
2257,2402665,KEITH BAY,68.4,-88.22,NU
2258,2402667,KILLINEK,60.42,-64.85,NU
2259,2402671,KIMMIRUT A,62.85,-69.88,NU
2260,2402673,KIMMIRUT A,62.85,-69.88,NU
2261,2402675,KIVITOO,67.97,-64.92,NU
2262,2402681,LAKE HARBOUR,62.83,-69.92,NU
2263,2402682,LAKE HAZEN,81.82,-71.3,NU
2264,2402684,LONGSTAFF BLUFF,68.9,-75.14,NU
2265,2402686,MACKAR INLET,68.3,-85.67,NU
2266,2402687,MARY RIVER,71.32,-79.33,NU
2267,2402688,MATHESON POINT,68.83,-95.32,NU
2268,2402689,MEIGHEN ISLAND ICE CAP,79.97,-99.15,NU
2269,2402710,MT ARTHUR (AUT),81.33,-74.77,NU
2270,2402718,NADLUARDJUK LAKE,68.62,-73.21,NU
2271,2402730,NANISIVIK A,72.98,-84.62,NU
2272,2402731,NANISIVIK AWOS,72.98,-84.62,NU
2273,2402900,NOTTINGHAM ISLAND,63.12,-77.93,NU
2274,2402F67,KILLINEK (AUT),60.42,-64.85,NU
2275,2402F84,LONGSTAFF BLUFF A,68.93,-75.28,NU
2276,2403000,PADLOPING ISLAND,67.03,-62.73,NU
2277,2403049,PANGNIRTUNG,66.14,-65.71,NU
2278,2403050,PANGNIRTUNG 1925 CLIMATE,66.13,-65.73,NU
2279,2403051,PANGNIRTUNG A,66.15,-65.71,NU
2280,2403052,PANGNIRTUNG AWOS,66.13,-65.7,NU
2281,2403053,PANGNIRTUNG A,66.15,-65.71,NU
2282,2403054,PANGNIRTUNG A,66.15,-65.71,NU
2283,2403160,POLARIS MINE LITTLE CORNWALLIS ISLAND,75.38,-96.92,NU
2284,2403200,POND INLET,72.68,-77.98,NU
2285,2403201,POND INLET A,72.69,-77.97,NU
2286,2403202,POND INLET AWOS,72.69,-77.97,NU
2287,2403204,POND INLET CLIMATE,72.69,-77.96,NU
2288,2403205,POND INLET A,72.69,-77.97,NU
2289,2403206,POND INLET A,72.69,-77.97,NU
2290,2403450,REA POINT,75.38,-105.72,NU
2291,2403490,REPULSE BAY A,66.52,-86.22,NU
2292,2403491,NAUJAAT A,66.52,-86.22,NU
2293,2403495,NAUJAAT A,66.52,-86.22,NU
2294,2403497,RESOLUTE BAY A,74.72,-94.97,NU
2295,2403498,RESOLUTE BAY A,74.72,-94.97,NU
2296,2403500,RESOLUTE CARS,74.72,-94.97,NU
2297,2403505,RESOLUTE CS,74.72,-94.98,NU
2298,2403600,RESOLUTION ISLAND,61.3,-64.88,NU
2299,2403602,RESOLUTION ISLAND,61.58,-64.65,NU
2300,2403625,ROWLEY ISLAND,69.08,-79.03,NU
2301,2403680,SARCPA LAKE,68.55,-83.32,NU
2302,2403697,SKULL POINT (AUT),80.0,-86.43,NU
2303,2403756,STEFANSSON ISLAND,73.77,-105.3,NU
2304,2403800,SPENCE BAY,69.53,-93.52,NU
2305,2403820,STRATHCONA SOUND,73.03,-84.55,NU
2306,2403833,SVARTEVAEG,81.16,-91.82,NU
2307,2403854,TALOYOAK A,69.55,-93.58,NU
2308,2403855,TALOYOAK A,69.55,-93.58,NU
2309,2403856,TALOYOAK A,69.55,-93.58,NU
2310,2403945,WAGER BAY (AUT),65.88,-89.45,NU
2311,2403948,WEST BAFFIN ISLAND,68.62,-73.2,NU
2312,2404030,YANKEE (AUT),80.7,-81.0,NU
2313,240B6Q0,LAILOR RIVER,69.11,-83.54,NU
2314,240BFH9,MEIGHEN ISLAND NORTH,80.07,-99.3,NU
2315,240BFHR,MEIGHEN ISLAND NORTH ICE,80.03,-99.23,NU
2316,240BFQ9,MEIGHEN ISLAND WEST,79.97,-99.5,NU
2317,240KFNP,KANGOK FIORD,68.65,-69.13,NU
2318,240KFQJ,KIMMIRUT A,62.85,-69.88,NU
2319,2500440,NANGMAGVIK LAKE,74.14,-119.99,NT
2320,2500667,CAPE NOREM,77.47,-110.47,NT
2321,2501419,CAPE PROVIDENCE,74.46,-112.16,NT
2322,2502500,HOLMAN,70.73,-117.78,NT
2323,2502501,ULUKHAKTOK A,70.76,-117.81,NT
2324,2502502,ULUKHAKTOK A,70.76,-117.81,NT
2325,2502503,ULUKHAKTOK A,70.76,-117.81,NT
2326,2502505,HOLMAN CS,70.76,-117.8,NT
2327,2502657,JOHNSON POINT A,72.77,-118.5,NT
2328,2502700,MOULD BAY A,76.23,-119.33,NT
2329,2502G00,MOULD BAY CAMP,76.23,-119.32,NT
2330,2503648,SACHS HARBOUR CLIMATE,71.99,-125.25,NT
2331,2503649,SACHS HARBOUR A,71.99,-125.24,NT
2332,2503650,SACHS HARBOUR A,72.0,-125.27,NT
2333,2503651,SACHS HARBOUR A,71.99,-125.24,NT
2334,2503886,THOMSEN RIVER,73.23,-119.54,NT
2335,250M001,MOULD BAY CS,76.24,-119.35,NT
2336,3010010,ABEE AGDM,54.28,-112.97,AB
2337,3010060,ALBERT HALL AGCM,53.11,-111.18,AB
2338,3010080,ALDER FLATS LO,52.8,-114.82,AB
2339,3010160,ALLIANCE,52.43,-111.78,AB
2340,3010162,ALLIANCE AGCM,52.32,-111.78,AB
2341,3010164,ALLIANCE GREENVIEW,52.38,-111.8,AB
2342,3010175,ALLIANCE SOUTH,52.42,-111.78,AB
2343,3010232,AMISK,52.68,-111.12,AB
2344,3010234,ANDREW,54.02,-112.23,AB
2345,3010237,ANDREW AGDM,53.92,-112.28,AB
2346,3010301,ARMENA,53.13,-112.95,AB
2347,3010410,AURORA LO,52.65,-115.72,AB
2348,3010534,BASELINE LO,52.13,-115.42,AB
2349,3010535,BASHAW,52.68,-112.87,AB
2350,3010540,BATTLE HEADWATERS,52.93,-114.2,AB
2351,3010558,BEAVER HILLS WEST,53.53,-112.53,AB
2352,3010615,BELLIS,54.18,-112.17,AB
2353,3010616,BELLIS,54.13,-112.15,AB
2354,3010650,BELLSHILL AGCM,52.58,-111.47,AB
2355,3010698,BIRCH LAKE,53.38,-111.77,AB
2356,3010704,BITTERN LAKE,53.07,-113.0,AB
2357,3010712,BLACKSTONE LO,52.78,-116.35,AB
2358,3010730,BODO AGDM,52.12,-110.1,AB
2359,3010800,BRAZEAU LO,53.02,-115.42,AB
2360,3010810,BREMNER,53.58,-113.28,AB
2361,3010815,BRETON,53.17,-114.48,AB
2362,3010816,BRETON PLOTS,53.09,-114.44,AB
2363,3010817,BRETON TOWN,53.12,-114.47,AB
2364,3010827,BRIARFIELD,53.73,-111.05,AB
2365,3010830,BRIGHTVIEW,52.98,-113.72,AB
2366,3010890,BROWNFIELD,52.32,-111.47,AB
2367,3010900,BRUDERHEIM,53.78,-112.93,AB
2368,3010920,BUCK MOUNTAIN,53.02,-114.7,AB
2369,3010978,BUSBY,54.0,-113.89,AB
2370,3010979,BUSBY AGCM,53.93,-113.92,AB
2371,3010990,CADOGAN,52.27,-110.58,AB
2372,3010991,CADOGAN,52.25,-110.53,AB
2373,3010992,CADOGAN AGCM,52.33,-110.51,AB
2374,3010RK0,BUCK MOUNTAIN,53.03,-114.7,AB
2375,3011120,CALMAR,53.29,-113.86,AB
2376,3011136,CALMAR TOWNSITE,53.23,-113.8,AB
2377,3011138,CALMAR WEST,53.28,-113.87,AB
2378,3011239,CAMROSE,53.03,-112.8,AB
2379,3011240,CAMROSE,53.05,-112.82,AB
2380,3011241,CAMROSE 2,52.95,-112.8,AB
2381,3011350,CARNWOOD,53.23,-114.65,AB
2382,3011440,CASTOR,52.22,-111.92,AB
2383,3011441,CASTOR,52.13,-111.9,AB
2384,3011474,CHAILEY,53.55,-111.25,AB
2385,3011479,CHAUVIN,52.72,-110.17,AB
2386,3011480,CHAUVIN EXP ST,52.7,-110.13,AB
2387,3011520,CHEDDERVILLE CDA EPF,52.2,-114.87,AB
2388,3011560,CHIPMAN,53.7,-112.58,AB
2389,3011663,CLEARWATER,51.98,-115.25,AB
2390,3011760,COMPEER,51.97,-110.03,AB
2391,3011815,CONSORT AGDM,51.94,-110.71,AB
2392,3011820,CONSORT CDA EPF,52.03,-110.8,AB
2393,3011840,CONSORT WADES,51.85,-110.77,AB
2394,3011848,CONTRACOSTA LAKE,51.77,-111.55,AB
2395,3011854,COOKING LAKE,53.43,-113.12,AB
2396,3011880,CORONATION A,52.07,-111.45,AB
2397,3011885,CORONATION (AUT),52.08,-111.45,AB
2398,3011887,CORONATION CLIMATE,52.07,-111.45,AB
2399,3011890,CORONATION,52.12,-111.45,AB
2400,3011892,CRESTOMERE AGCM,52.73,-113.9,AB
2401,3011952,DAKOTA,52.73,-113.92,AB
2402,3011953,DAKOTA WEST,52.75,-113.95,AB
2403,3011RED,DARWELL,53.6,-114.58,AB
2404,3012050,DELBURNE AGCM,52.18,-113.18,AB
2405,3012072,DEWBERRY,53.65,-110.6,AB
2406,3012073,DEWBERRY AGCM,53.66,-110.59,AB
2407,3012091,DODDS ROUND HILL,53.17,-112.37,AB
2408,3012095,DONALDA SOUTH,52.52,-112.35,AB
2409,3012115,DRAYTON VALLEY,53.2,-114.98,AB
2410,3012116,DRAYTON VALLEY,53.22,-114.95,AB
2411,3012190,EDBERG,52.73,-112.78,AB
2412,3012192,EDGERTON AGCM,52.78,-110.43,AB
2413,3012195,EDMONTON,53.55,-113.5,AB
2414,3012202,EDMONTON CITY CENTRE AWOS,53.57,-113.52,AB
2415,3012203,EDMONTON CALDER,53.57,-113.52,AB
2416,3012205,EDMONTON INT'L A,53.32,-113.58,AB
2417,3012206,EDMONTON INTERNATIONAL CS,53.31,-113.61,AB
2418,3012207,EDMONTON LYNNWOOD,53.53,-113.57,AB
2419,3012208,EDMONTON CITY CENTRE A,53.57,-113.52,AB
2420,3012209,EDMONTON BLATCHFORD,53.57,-113.52,AB
2421,3012210,EDMONTON NAMAO A,53.67,-113.47,AB
2422,3012212,EDMONTON NAMAO AWOS A,53.67,-113.47,AB
2423,3012215,EDMONTON PLEASANTVIEW,53.48,-113.52,AB
2424,3012216,EDMONTON INTL A,53.31,-113.58,AB
2425,3012220,EDMONTON SOUTH CAMPUS,53.49,-113.54,AB
2426,3012228,EDMONTON VILLENEUVE A,53.67,-113.85,AB
2427,3012229,EDMONTON VILLENEUVE A,53.67,-113.86,AB
2428,301222F,EDMONTON STONY PLAIN,53.55,-114.11,AB
2429,3012230,EDMONTON WOODBEND,53.42,-113.75,AB
2430,3012232,EDMONTON CLOVERBAR,53.59,-113.36,AB
2431,3012233,EDMONTON GARRISON,53.66,-113.36,AB
2432,3012234,EDMONTON SMITH WATER TREATMENT,53.47,-113.62,AB
2433,3012235,EDMONTON AB RESEARCH PARK,53.45,-113.48,AB
2434,3012240,EDMONTON EER,40.0,-50.0,AB
2435,3012275,ELK ISLAND NAT PARK,53.68,-112.87,AB
2436,3012277,ELK ISLAND PARK,53.52,-112.9,AB
2437,3012278,ELK ISLAND SIDING,53.78,-112.98,AB
2438,3012280,ELK POINT,53.88,-111.07,AB
2439,3012281,ELK RIVER ER RS,52.95,-115.65,AB
2440,3012282,ELK RIVER AFS,52.97,-115.87,AB
2441,3012295,ELLERSLIE,53.42,-113.55,AB
2442,3012330,ELNORA SALEM,52.03,-112.13,AB
2443,3012425,ENDIANG,51.92,-112.08,AB
2444,3012515,FABYAN,52.97,-111.0,AB
2445,3012590,FERINTOSH AGCM,52.74,-112.86,AB
2446,3012620,FIVE LAKES,53.95,-114.22,AB
2447,3012635,FLEET AGCM,52.04,-111.81,AB
2448,3012651,FORESTBURG,52.47,-112.13,AB
2449,3012652,FORESTBURG PLANT SITE,52.47,-112.12,AB
2450,3012653,FORESTBURG AGCM,52.55,-112.12,AB
2451,3012659,FORT EDMONTON,53.52,-113.57,AB
2452,3012710,FORT SASKATCHEWAN,53.72,-113.18,AB
2453,3012740,FRISCO,52.45,-114.93,AB
2454,3012742,FROG LAKE RS,53.77,-110.42,AB
2455,3012760,GADSBY,52.3,-112.35,AB
2456,3012762,GAINFORD,53.58,-114.72,AB
2457,3012774,GENESEE,53.35,-114.45,AB
2458,3012790,GILT EDGE NORTH AGCM,53.07,-110.62,AB
2459,3012799,ST. FRANCIS,53.29,-114.32,AB
2460,3012810,GLADSTONE AGCM,52.99,-112.28,AB
2461,3012817,GLENEVIS,53.8,-114.52,AB
2462,3012818,GLENEVIS AGCM,53.83,-114.54,AB
2463,3012860,GOODRIDGE RS,54.38,-111.37,AB
2464,3012871,GOOSEBERRY LAKE AGCM,52.11,-110.8,AB
2465,3012872,GOOSEBERRY LAKE,52.12,-110.7,AB
2466,3012990,GWYNNE,52.95,-113.18,AB
2467,3012992,HACKETT,52.17,-112.62,AB
2468,3012998,HALKIRK,52.28,-112.17,AB
2469,3012999,HALKIRK AGCM,52.12,-112.16,AB
2470,3012P82,GIBBONS,53.81,-113.17,AB
2471,3013040,HARDISTY,52.68,-111.3,AB
2472,3013060,HASTINGS LAKE,53.38,-112.88,AB
2473,3013128,HEISLER 10S,52.52,-112.25,AB
2474,3013132,HEMARUKA,51.78,-111.08,AB
2475,3013140,HEMARUKA AGCM,51.78,-111.21,AB
2476,3013247,HIGHVALE,53.45,-114.47,AB
2477,3013270,HILLIARD,53.62,-112.47,AB
2478,3013340,HOLDEN AGDM,53.19,-112.25,AB
2479,3013344,HOLDEN,53.12,-112.18,AB
2480,3013345,HORSESHOE LAKE,52.35,-110.73,AB
2481,3013360,HUGHENDEN,52.52,-110.97,AB
2482,3013361,HUGHENDEN,52.52,-110.97,AB
2483,3013362,HUGHENDEN AGCM,52.58,-110.78,AB
2484,3013363,HUGHENDEN SW,52.47,-111.08,AB
2485,3013467,IRMA WEST,52.88,-111.38,AB
2486,3013530,JASPER PLACE SCHOOL,53.52,-113.6,AB
2487,3013640,KILLAM AGDM,52.85,-111.87,AB
2488,3013643,KESSLER,52.28,-111.02,AB
2489,3013644,KESSLER AGCM,52.29,-111.11,AB
2490,3013645,KINSELLA RANCH,53.0,-111.52,AB
2491,3013647,KINSELLA RESEARC STATION,53.05,-111.55,AB
2492,3013650,KITSCOTY,53.35,-110.33,AB
2493,3013660,KITSCOTY AGCM,53.35,-110.42,AB
2494,3013770,LAVOY,53.53,-111.87,AB
2495,3013771,LAVOY SOUTH,53.38,-111.8,AB
2496,3013780,LEDUC,53.15,-113.68,AB
2497,3013790,LEGAL AGCM,54.0,-113.47,AB
2498,3013920,LINDBERGH,53.88,-110.65,AB
2499,3013921,LINDBERGH AGDM,53.94,-110.58,AB
2500,3013958,LLOYDMINSTER A,53.31,-110.07,AB
2501,3013959,LLOYDMINSTER,53.31,-110.07,AB
2502,3013960,LLOYDMINSTER,53.28,-110.0,AB
2503,3013961,LLOYDMINSTER A,53.31,-110.07,AB
2504,3013963,LLOYDMINSTER NORTH,53.28,-110.0,AB
2505,3013965,LLOYDMINSTER SEFTON PARK,53.08,-110.17,AB
2506,3013983,LONG LAKE RS,54.43,-112.75,AB
2507,3013990,LOUGHEED,52.77,-111.43,AB
2508,3013993,LOUGHEED SOUTH,52.72,-111.55,AB
2509,3013C44,HOLDEN SOUTH,53.08,-112.27,AB
2510,3013PFD,LAMONT,53.77,-112.85,AB
2511,3014178,MA-ME-O,52.97,-113.9,AB
2512,3014188,MANNVILLE SOUTH,53.1,-111.35,AB
2513,3014195,MANNVILLE AGCM,53.46,-111.26,AB
2514,3014225,MARWAYNE,53.6,-110.23,AB
2515,3014235,MATCHAYAW LAKE,53.72,-114.1,AB
2516,3014520,METISKOW CDA EPF,52.4,-110.58,AB
2517,3014556,MINBURN GRAZING RESERVE,53.18,-111.27,AB
2518,3014560,MINISTIK LAKE,53.43,-116.68,AB
2519,3014563,MINISTIK RESEARCH,53.35,-112.97,AB
2520,3014565,MINISTIK SANCTUARY,53.37,-113.03,AB
2521,3014600,MONITOR,52.02,-110.55,AB
2522,3014665,MUNDARE AGDM,53.57,-112.3,AB
2523,3014690,MYRNAM LITE,53.71,-111.13,AB
2524,3014760,NACO,51.72,-110.8,AB
2525,3014783,NEUTRAL VALLEY,52.13,-110.88,AB
2526,3014785,NEW BRIGDEN,51.72,-110.5,AB
2527,3014788,NEW BRIGDEN EAST,51.68,-110.27,AB
2528,3014795,NEW SAREPTA AGCM,53.26,-113.17,AB
2529,3014800,NEWBROOK,54.32,-112.95,AB
2530,3014803,NEWBROOK NORTH,54.42,-112.8,AB
2531,3014870,NORTH COOKING LAKE,53.43,-113.18,AB
2532,3014912,O CHIESE LO,52.78,-115.33,AB
2533,3014921,OLIVER AGDM,53.65,-113.35,AB
2534,3014922,OLIVER TREE NURSERY,53.65,-113.37,AB
2535,3014926,ONOWAY,53.7,-114.2,AB
2536,3014975,PAKAN,54.0,-112.52,AB
2537,3014995,PARADISE VALLEY,53.12,-110.35,AB
2538,3014996,PARADISE VALLEY WEST,53.02,-110.43,AB
2539,3015165,PEMUKAN,51.98,-110.45,AB
2540,3015280,PONOKA,52.72,-113.77,AB
2541,3015283,PONOKA SOUTH,52.65,-113.62,AB
2542,3015287,POPLAR GLEN,52.87,-110.9,AB
2543,3015295,PRAIRIE CREEK RS,52.25,-115.3,AB
2544,3015311,PROVOST,52.37,-110.25,AB
2545,3015345,RADWAY,54.08,-112.9,AB
2546,3015346,RADWAY AGCM,54.0,-112.88,AB
2547,3015400,RANFURLY,53.45,-111.65,AB
2548,3015401,RANFURLY AUTO,53.42,-111.73,AB
2549,3015405,RANFURLY 2NW,53.42,-111.73,AB
2550,3015480,RIBSTONE SOUTH AGCM,52.59,-110.34,AB
2551,3015493,RICINUS,52.08,-115.0,AB
2552,3015500,RIVERCOURSE,52.97,-110.02,AB
2553,3015501,RIVERCOURSE AGCM,53.02,-110.1,AB
2554,3015520,ROCKY MTN HOUSE,52.38,-114.92,AB
2555,3015522,ROCKY MTN HOUSE A,52.43,-114.92,AB
2556,3015523,ROCKY MTN HOUSE (AUT),52.42,-114.91,AB
2557,3015524,ROCKY MTN HOUSE CR10,52.43,-114.92,AB
2558,3015530,ROCKY MOUNTAIN HOUSE,52.38,-114.92,AB
2559,3015535,ROCKY RAPIDS,53.32,-114.92,AB
2560,3015550,ROLLYVIEW,53.3,-113.3,AB
2561,3015600,ROSALIND AGCM,52.79,-112.42,AB
2562,3015640,RYLEY,53.25,-112.45,AB
2563,3015670,ST ALBERT,53.62,-113.62,AB
2564,3015672,ST LINA,54.3,-111.45,AB
2565,3015673,ST. LINA AGCM,54.28,-111.45,AB
2566,3015676,ST. PAUL AGCM,54.01,-111.27,AB
2567,3015680,ST PAUL EXP ST,54.0,-111.28,AB
2568,3015685,ST VINCENT,54.15,-111.27,AB
2569,30156H6,ST VINCENT SOUTHEAST,54.12,-111.22,AB
2570,3015797,SEDALIA AGCM,51.59,-110.75,AB
2571,3015798,SEDALIA,51.67,-110.55,AB
2572,3015799,SEDALIA EAST,51.65,-110.55,AB
2573,3015800,SEDGEWICK,52.88,-111.7,AB
2574,3015808,SEDGEWICK TOWN,52.78,-111.7,AB
2575,3015879,SHALKA LAKE,53.8,-111.9,AB
2576,30158GR,SHALKA LAKE NE,53.87,-111.9,AB
2577,3015900,SHONTS AGCM,53.33,-112.54,AB
2578,3015960,SION,53.88,-114.12,AB
2579,3015K2K,PINE RIDGE C3,54.08,-112.27,AB
2580,3016022,SMOKY LAKE AGDM,54.28,-112.5,AB
2581,3016052,SOUNDING CREEK,52.07,-111.85,AB
2582,3016070,SPONDIN AGCM,51.82,-111.68,AB
2583,3016083,SPRUCE GROVE,53.55,-113.9,AB
2584,3016119,STETTLER NORTH,52.33,-112.72,AB
2585,3016120,STETTLER,52.3,-112.7,AB
2586,3016124,STETTLER AGDM,52.35,-112.6,AB
2587,3016180,STRACHAN RS,52.25,-115.13,AB
2588,3016225,STRY,54.05,-111.82,AB
2589,3016253,SULLIVAN LAKE,52.05,-111.95,AB
2590,3016328,SYLVAN HEIGHTS,52.85,-113.9,AB
2591,3016370,TELFORDVILLE,53.27,-114.13,AB
2592,3016400,THORHILD,54.15,-113.12,AB
2593,3016405,THORHILD VILLAGE,54.17,-113.12,AB
2594,3016440,THORSBY,53.22,-114.05,AB
2595,3016441,THORSBY AGCM,53.22,-113.89,AB
2596,3016494,TOFIELD NORTH,53.55,-112.75,AB
2597,3016505,TOMAHAWK AGDM,53.44,-114.72,AB
2598,3016590,TULLIBY LAKE,53.67,-110.13,AB
2599,3016591,TULLIBY LAKE EAST,53.65,-110.07,AB
2600,3016592,TULLIBY LAKE NORTH,53.72,-110.15,AB
2601,3016593,TULLIBY LAKE AGCM,53.66,-110.08,AB
2602,3016648,TWO HILLS,53.72,-111.75,AB
2603,3016650,UNCAS,53.5,-113.03,AB
2604,3016655,TWO HILLS AGDM,53.63,-111.68,AB
2605,3016760,VEGREVILLE,53.48,-112.05,AB
2606,3016761,VEGREVILLE CDA,53.48,-112.03,AB
2607,3016790,VERMILION,53.37,-110.83,AB
2608,3016800,VERMILION A,53.35,-110.83,AB
2609,3016802,VERMILION AGDM,53.34,-110.88,AB
2610,3016807,VERMILION RIVER,53.15,-112.12,AB
2611,3016808,VERMILION TOWN,53.36,-110.84,AB
2612,3016810,VERMILION UNION,53.28,-110.68,AB
2613,3016817,VETERAN,52.0,-111.0,AB
2614,3016840,VIKING,53.1,-111.78,AB
2615,3016841,VIKING AGCM,53.18,-111.73,AB
2616,3016843,VIKING NORTH,53.22,-111.72,AB
2617,3016844,VIKING NORTH 2,53.28,-111.77,AB
2618,3016845,VIKING NORTH 3,53.28,-111.77,AB
2619,3016850,VILNA,53.97,-112.02,AB
2620,3016852,VILNA AGCM,54.13,-111.92,AB
2621,3016860,VIOLET GROVE CS,53.14,-115.13,AB
2622,3016900,WABAMUN,53.57,-114.47,AB
2623,3016928,WAINWRIGHT SNOW,52.83,-110.88,AB
2624,3016930,WAINWRIGHT,52.88,-110.9,AB
2625,3016931,WAINWRIGHT,52.82,-110.87,AB
2626,3016932,WAINWRIGHT HEATH,52.83,-110.83,AB
2627,3016954,WARWICK,53.65,-111.98,AB
2628,3016958,WASKATENAU,54.1,-112.78,AB
2629,3016960,WASTINA HEMARUKA,51.7,-111.12,AB
2630,3016965,WASTINA YOUNGSTOWN,51.67,-111.12,AB
2631,3016GF0,VEGREVILLE,53.51,-112.1,AB
2632,3017257,WESTEROSE,52.95,-113.98,AB
2633,3017258,WESTEROSE 2,52.95,-114.02,AB
2634,3017280,WETASKIWIN,52.97,-113.33,AB
2635,3017282,WETASKIWIN AGCM,52.98,-113.44,AB
2636,3017286,WETASKIWIN SOUTH,52.63,-113.38,AB
2637,3017595,WINFIELD,52.95,-114.58,AB
2638,3017606,WINTERBURN KOZAK,53.53,-113.81,AB
2639,3017608,WINTERBURN LAKESHORE A,53.58,-113.72,AB
2640,3017665,WOSTOK,53.82,-112.48,AB
2641,3017685,YEOFORD,53.02,-114.32,AB
2642,3017700,YOUNGSTOWN,51.42,-111.4,AB
2643,3017705,YOUNGSTOWN AGCM,51.49,-111.22,AB
2644,301A001,EDMONTON STONY PLAIN CS,53.55,-114.11,AB
2645,301A005,EDMONTON TIEBEKE ESTATES,53.35,-113.08,AB
2646,301A011,ESTHER PRATT,51.67,-110.27,AB
2647,301AR54,DAYSLAND,52.87,-112.28,AB
2648,301B460,ESTHER 1,51.67,-110.21,AB
2649,301B6L0,FLEET,52.15,-111.73,AB
2650,301B8LR,GOLDEN VALLEY,53.2,-110.15,AB
2651,301BK03,EDMONTON CORONATION,53.57,-113.57,AB
2652,301C3D4,HORBURG,52.4,-115.2,AB
2653,301E2B2,PINE RIDGE GEN,54.08,-112.25,AB
2654,301FFNJ,UNIVERSITY OF ALBERTA METABOLIC CENTRE,53.52,-113.53,AB
2655,301FRLJ,WAINWRIGHT A,52.8,-110.88,AB
2656,301GK5H,WESTLOCK LITKE,54.15,-113.85,AB
2657,301KF03,FALLIS,53.55,-114.63,AB
2658,301KKRR,ELLSCOTT,54.48,-112.95,AB
2659,301N49A,REDWATER,54.0,-113.18,AB
2660,301NDR1,RED WILLOW,52.42,-112.57,AB
2661,301R001,REDWATER SOUTH,53.83,-113.12,AB
2662,301S001,WAINWRIGHT CFB AIRFIELD 21,52.83,-111.1,AB
2663,301S111,CAMP WAINWRIGHT AIRFIELD 21,52.83,-111.1,AB
2664,301X001,PIBROCH AGCM,54.31,-113.82,AB
2665,3020018,ACADIA VALLEY,51.18,-110.23,AB
2666,3020020,ACADIA VALLEY EXP ST,51.08,-110.28,AB
2667,3020022,ACADIA VALLEY CDA EPF,51.07,-110.13,AB
2668,3020025,ACADIA VALLEY MACTAVISH,51.2,-110.17,AB
2669,3020031,ACADIA VALLEY VANDYNE,51.03,-110.3,AB
2670,3020035,ACADIA VALLEY,51.07,-110.32,AB
2671,3020040,ACME CDA EPF,51.5,-113.42,AB
2672,3020120,ALIX,52.38,-113.17,AB
2673,3020121,ALIX,52.37,-113.3,AB
2674,3020220,ALSASK,51.38,-110.03,AB
2675,3020250,ANTLER HILL,52.05,-113.85,AB
2676,3020401,ATLEE,50.82,-110.95,AB
2677,3020405,ATLEE AGCM,50.81,-111.01,AB
2678,302053E,BASHAW,52.6,-112.98,AB
2679,3020550,BEARBERRY,51.9,-114.87,AB
2680,3020608,BEISEKER VILLAGE,51.38,-113.53,AB
2681,3020610,BEISEKER AGCM,51.38,-113.36,AB
2682,3020620,BENALTO,52.3,-114.27,AB
2683,3020636,BERRY CREEK,51.02,-111.03,AB
2684,3020670,BIG STONE LOCKHART,51.2,-111.12,AB
2685,3020676,BIG STONE,51.17,-111.2,AB
2686,3020677,BIG VALLEY,52.03,-112.75,AB
2687,3020678,BIG VALLEY WEST,52.03,-112.97,AB
2688,3020679,BIG VALLEY AGCM,52.0,-112.8,AB
2689,3020680,BINDLOSS,50.68,-110.17,AB
2690,3020690,BINDLOSS EAST,50.89,-110.2,AB
2691,3020696,BINDLOSS EXP ST,50.87,-110.18,AB
2692,3020702,BISMARK,52.73,-113.87,AB
2693,3020715,BLINDMAN,52.77,-114.48,AB
2694,3020717,BLOOD INDIAN CREEK,50.92,-111.07,AB
2695,3020730,BLUFFTON,52.75,-114.28,AB
2696,3020760,BOWDEN,51.98,-114.02,AB
2697,3020864,BROOKS ONE TREE,50.63,-111.78,AB
2698,3020950,BUFFALO AGCM,50.8,-110.69,AB
2699,3020952,BUFFALO,50.93,-110.93,AB
2700,3020973,BULLPOUND CREEK,51.28,-111.88,AB
2701,3020975,BURNSTICK LO,51.97,-114.78,AB
2702,3020L01,ARNESON,51.23,-110.05,AB
2703,3021000,CABIN LAKE AGCM,51.02,-111.22,AB
2704,3021010,CALENDULA SIBBALD,51.48,-110.05,AB
2705,3021200,CAPPON,51.07,-110.8,AB
2706,3021290,CAPPON SOUTH,51.05,-110.65,AB
2707,3021309,CARBON,51.48,-113.15,AB
2708,3021330,CARIBOU MTN LO,51.52,-114.57,AB
2709,3021368,CARSTAIRS WEST,51.57,-114.28,AB
2710,3021460,CEREAL,51.48,-110.8,AB
2711,3021463,CEREAL AGCM,51.28,-110.82,AB
2712,3021465,CESSFORD,51.02,-111.55,AB
2713,3021667,COALCAMP CREEK,51.73,-114.93,AB
2714,3021912,CRAIGMYLE AGCM,51.78,-112.25,AB
2715,3021940,CRAIGMYLE,51.77,-112.28,AB
2716,3021943,CREMONA,51.55,-114.48,AB
2717,3021950,CROSSFIELD,51.42,-114.17,AB
2718,3022060,DELIA,51.58,-112.42,AB
2719,3022078,DICKSON DAM,52.05,-114.22,AB
2720,3022083,DIDSBURY,51.67,-114.13,AB
2721,3022084,DIDSBURY ELKTON,51.63,-114.42,AB
