StationID,StationName,Latitude (Decimal Degrees),Longitude (Decimal Degrees),StationProvinceShort
1298,COLUMBIA GARDENS,49.05,-117.6,BC
1299,COLUMBIA GARDENS NORTH,49.07,-117.6,BC
1300,CRAWFORD BAY,49.68,-116.83,BC
1301,CRESCENT VALLEY,49.45,-117.57,BC
1302,CRESTON,49.1,-116.52,BC
1303,CRESTON SOUTHEAST,49.07,-116.48,BC
1304,CRESTON WPCC,49.1,-116.53,BC
1305,DEER PARK,49.42,-118.05,BC
1306,DUNCAN LAKE DAM,50.24,-116.97,BC
1307,EDGEWOOD,49.83,-118.13,BC
1308,FAUQUIER,49.87,-118.07,BC
1309,FAUQUIER 2,49.87,-118.07,BC
1310,FERGUSON,50.67,-117.48,BC
1311,GENELLE,49.22,-117.68,BC
1312,GERRARD,50.5,-117.3,BC
1313,HARROP,49.6,-117.05,BC
1314,HOWSER,50.3,-117.0,BC
1315,KASLO,49.91,-116.92,BC
1316,KINGSGATE,49.0,-116.18,BC
1317,KOOTENAY BAY,49.67,-116.87,BC
1318,KOOTENAY PASS,49.07,-117.03,BC
1319,LARDEAU,50.2,-116.97,BC
1320,LARDEAU CREEK GALENA LODGE,50.66,-117.39,BC
1321,LISTER,49.03,-116.46,BC
1322,NAKUSP CS,50.27,-117.82,BC
1323,NAKUSP,50.25,-117.8,BC
1324,NAKUSP GLENBANK,50.27,-117.78,BC
1325,NEEDLES WHATSHAN BCHPA,49.9,-118.08,BC
1326,NEEDLES WHATSHAN PH,49.92,-118.07,BC
1327,NELSON,49.48,-117.35,BC
1328,NELSON CITY HALL,49.48,-117.35,BC
1329,NELSON NE,49.59,-117.21,BC
1330,NELSON NOTRE DAME U,49.5,-117.27,BC
1331,NELSON 3,49.52,-117.28,BC
1332,NELSON 2,49.5,-117.28,BC
1333,NELSON VOCATIONAL SCHOOL,49.48,-117.3,BC
1334,NEW DENVER,50.0,-117.37,BC
1335,OLD GLORY MOUNTAIN,49.15,-117.92,BC
1336,NELSON CS,49.49,-117.31,BC
1337,PATERSON,49.0,-117.82,BC
1338,PERRY SIDING,49.67,-117.48,BC
1339,ROBSON,49.33,-117.7,BC
1340,ROSSLAND CITY YARD,49.08,-117.8,BC
1341,ROSSLAND MACLEAN,49.08,-117.8,BC
1342,SALMO BCFS,49.18,-117.3,BC
1343,SANDON,49.97,-117.22,BC
1344,SHELTER BAY,50.62,-117.93,BC
1345,SIRDAR,49.25,-116.62,BC
1346,SOUTH SLOCAN,49.46,-117.52,BC
1347,SOUTH SLOCAN 2,49.47,-117.52,BC
1348,TARRYS,49.37,-117.57,BC
1349,TRAIL SUNNINGDALE,49.13,-117.73,BC
1350,TROUT LAKE,50.33,-117.5,BC
1351,WANETA,49.02,-117.58,BC
1352,WARFIELD,49.1,-117.75,BC
1353,WARFIELD RCS,49.11,-117.74,BC
1354,WEST CRESTON,49.08,-116.58,BC
1355,WILMER,50.57,-116.23,BC
1356,WYNNDEL,49.17,-116.58,BC
1357,WYNNDEL NORTH,49.2,-116.58,BC
1358,CRESTON CAMPBELL SCIENTIFIC,49.08,-116.5,BC
1359,NELSON RIXEN CREEK,49.51,-117.4,BC
1360,PASSMORE,49.54,-117.65,BC
1361,YMIR,49.27,-117.2,BC
1362,YAHK,49.08,-116.1,BC
1363,ABERFELDIE,49.5,-115.37,BC
1364,BAYNES LAKE KOOTENAY RIVER,49.23,-115.22,BC
1365,CANAL FLATS RANGER STN,50.15,-115.82,BC
1366,CANAL FLATS,50.15,-115.82,BC
1367,CORBIN,49.52,-114.65,BC
1368,CRANBROOK,49.5,-115.78,BC
1369,CRANBROOK A,49.53,-115.77,BC
1370,CRANBROOK A - HWOS CLIMATE,49.61,-115.78,BC
1371,CRANBROOK A,49.61,-115.78,BC
1372,CRANBROOK MAYOOK,49.45,-115.52,BC
1373,CRANBROOK MT BAKER,49.5,-115.73,BC
1374,CRANBROOK A,49.61,-115.78,BC
1375,CRANBROOK AIRPORT AUTO,49.62,-115.79,BC
1376,CRANBROOK SE,49.48,-115.75,BC
1377,ELKFORD,50.02,-114.92,BC
1378,ELKO,49.3,-115.12,BC
1379,FERNIE,49.49,-115.07,BC
1380,FERNIE SNOW VALLEY,49.47,-115.1,BC
1381,FERNIE 2,49.5,-115.07,BC
1382,FORDING RIVER CLODE CRK,50.2,-114.82,BC
1383,FORDING RIVER COMINCO,50.15,-114.86,BC
1384,CRANBROOK CITY,49.51,-115.76,BC
1385,FORT STEELE,49.63,-115.62,BC
1386,FT STEELE DANDY CRK,49.52,-115.46,BC
1387,GRASMERE,49.08,-115.07,BC
1388,HANSON LAKE,49.78,-115.73,BC
1389,INVERMERE,50.5,-116.03,BC
1390,INVERMERE 2,50.47,-116.05,BC
1391,KIMBERLEY,49.68,-115.98,BC
1392,KIMBERLEY A,49.73,-115.78,BC
1393,KIMBERLEY CHAPMAN CAMP,49.68,-115.98,BC
1394,KIMBERLEY COMINCO,49.67,-115.96,BC
1395,KIMBERLEY PCC,49.63,-115.96,BC
1396,KOOTENAY NAT PARK ADMIN,50.62,-116.07,BC
1397,KOOTENAY NP KTNY CRSG,50.88,-116.05,BC
1398,KTNY NP MARBLE CANYON,51.18,-116.12,BC
1399,KOOTENAY NAT PARK RADIUM,50.65,-116.02,BC
1400,KOOTENAY NP WEST GATE,50.63,-116.06,BC
1401,MARYSVILLE,49.64,-115.96,BC
1402,MOYIE,49.28,-115.83,BC
1403,NATAL,49.7,-114.92,BC
1404,NATAL HARMER RIDGE,49.77,-114.83,BC
1405,NATAL KAISER RESOURCES,49.75,-114.88,BC
1406,NEWGATE,49.02,-115.15,BC
1407,SINCLAIR PASS,50.67,-115.97,BC
1408,SPARWOOD,49.75,-114.88,BC
1409,SPARWOOD CS,49.75,-114.88,BC
1410,SPARWOOD A,49.75,-114.88,BC
1411,SPARWOOD A,49.83,-114.88,BC
1412,TOBACCO PLAINS,49.02,-115.08,BC
1413,WARDNER KTNY HATCHERY,49.47,-115.46,BC
1414,WASA,49.81,-115.63,BC
1415,WHITESWAN LAKE,50.17,-115.42,BC
1416,WYCLIFFE,49.58,-115.88,BC
1417,KIMBERLEY MEADOWBROOK,49.7,-115.9,BC
1418,WINDERMERE,50.47,-115.98,BC
1419,WINDERMERE 2,50.47,-115.95,BC
1420,ADAMS LAKE SKWAAM BAY,51.08,-119.8,BC
1421,ARMSTRONG,50.45,-119.18,BC
1422,ARMSTRONG HULLCAR,50.5,-119.22,BC
1423,ARMSTRONG NORTH,50.47,-119.13,BC
1424,ASHCROFT,50.72,-121.28,BC
1425,ASHCROFT,50.73,-121.27,BC
1426,ASHCROFT,50.71,-121.28,BC
1427,ASHCROFT NORTH,50.73,-121.27,BC
1428,ASHCROFT M,50.72,-121.33,BC
1429,ASHCROFT VENABLES VLY,50.55,-121.33,BC
1430,AVOLA,51.78,-119.33,BC
1431,BARRIERE,51.18,-120.12,BC
1432,BARRIERE NORTH,51.23,-120.15,BC
1433,BLUE RIVER A,52.12,-119.29,BC
1434,BLUE RIVER A,52.13,-119.29,BC
1435,BLUE RIVER NORTH,52.15,-119.28,BC
1436,BLUE RIVER A,52.12,-119.29,BC
1437,BRIDGE LAKE,51.47,-120.73,BC
1438,BRIDGE LAKE 2,51.5,-120.79,BC
1439,BLUE RIVER CS,52.13,-119.29,BC
1440,BUFFALO LAKE,51.71,-121.08,BC
1441,CACHE CREEK 16 MILE,50.92,-121.42,BC
1442,CANIM LAKE EAGLE CREEK,51.87,-120.87,BC
1443,CANOE POINT,50.8,-119.07,BC
1444,CELISTA,50.96,-119.38,BC
1445,CHASE,50.82,-119.69,BC
1446,CHERRYVILLE,50.23,-118.58,BC
1447,CHINOOK COVE,51.25,-120.18,BC
1448,CHINOOK COVE POSBY LAKE,51.26,-120.2,BC
1449,CLEARWATER AUTO,51.65,-120.08,BC
1450,CLEARWATER,51.65,-120.03,BC
1451,CLEARWATER SUNSHINE,51.65,-120.1,BC
1452,CLINTON,51.08,-121.57,BC
1453,CLINTON (AUT),51.14,-121.5,BC
1454,CLINTON A,51.27,-121.68,BC
1455,CLINTON RCS,51.14,-121.5,BC
1456,CLEARWATER AXEL CRK,51.52,-120.12,BC
1457,CLEARWATER BLACKPOOL,51.62,-120.12,BC
1458,CRISS CREEK,51.03,-120.73,BC
1459,DARFIELD,51.29,-120.18,BC
1460,EAGLE BAY,50.93,-119.22,BC
1461,ENDERBY,50.55,-119.15,BC
1462,ENDERBY ASHTON CREEK,50.55,-118.92,BC
1463,ENDERBY VALECAIRN FARM,50.53,-119.17,BC
1464,FALKLAND SALMON VALLEY,50.47,-119.4,BC
1465,FALKLAND SPANISH LAKE,50.5,-119.5,BC
1466,GRIFFIN LAKE,50.97,-118.53,BC
1467,HAT CREEK,50.75,-121.58,BC
1468,HEFFLEY CREEK,50.92,-120.18,BC
1469,HEMP CREEK CLEARWATER,51.92,-120.05,BC
1470,HIGHLAND VALLEY,50.48,-120.98,BC
1471,HIGHLAND VALLEY 2,50.52,-120.98,BC
1472,HIGHLAND VALLEY 3,50.52,-120.98,BC
1473,HOOPATATKWA LAKE,51.2,-120.48,BC
1474,HORSE LAKE,51.6,-121.2,BC
1475,HORSE LAKE FAWN CREEK,51.57,-121.07,BC
1476,KAMLOOPS,50.67,-120.33,BC
1477,KAMLOOPS A,50.7,-120.44,BC
1478,KAMLOOPS A,50.7,-120.45,BC
1479,KAMLOOPS AFTON MINES,50.67,-120.5,BC
1480,KAMLOOPS CDA,50.72,-120.45,BC
1481,KAMLOOPS CHERRY CREEK,50.68,-120.58,BC
1482,KAMLOOPS CHERRY CREEK 2,50.65,-120.58,BC
1483,KAMLOOPS GLENEAGLES,50.67,-120.37,BC
1484,KAMLOOPS KIMBERLY CRESCENT,50.72,-120.37,BC
1485,KAMLOOPS MISSION FLATS,50.68,-120.35,BC
1486,KAMLOOPS AUT,50.7,-120.44,BC
1487,KAMLOOPS TUNSTALL CRES,50.67,-120.32,BC
1488,KAMLOOPS VALLEYVIEW,50.68,-120.25,BC
1489,KNOUFF LAKE,50.97,-120.13,BC
1490,KNOUFF LAKE 2,50.95,-120.13,BC
1491,KNUTSFORD,50.62,-120.32,BC
1492,LAC DES ROCHES,51.5,-120.62,BC
1493,LITTLE FORT,51.45,-120.2,BC
1494,LITTLE FORT 2,51.37,-120.18,BC
1495,LONE BUTTE,51.65,-120.83,BC
1496,LOON LAKE,51.07,-121.33,BC
1497,LOUIS CRK MEL-BAR RANCH,51.03,-120.03,BC
1498,LUMBY,50.24,-118.96,BC
1499,LUMBY SIGALET RD,50.37,-118.77,BC
1500,MABEL LAKE,50.38,-118.78,BC
1501,MALAKWA EAGLE R HATCHERY,51.0,-118.65,BC
1502,MARA LAKE,50.72,-119.03,BC
1503,LONE BUTTE 2,51.55,-121.2,BC
1504,LONE BUTTE 3,51.57,-121.15,BC
1505,KNUTSFORD 2S,50.6,-120.32,BC
1506,MCLURE,51.05,-120.22,BC
1507,MONTE LAKE,50.52,-119.85,BC
1508,MONTE LAKE 2,50.52,-119.85,BC
1509,MOUL CREEK CLEARWATER,51.87,-120.02,BC
1510,MT LOLO ADMIN KAMLOOPS,50.78,-120.18,BC
1511,MT LOLO KAMLOOPS,50.8,-120.13,BC
1512,100 MILE HOUSE,51.65,-121.3,BC
1513,100 MILE HOUSE 6NE,51.68,-121.22,BC
1514,PRITCHARD,50.68,-119.82,BC
1515,RED LAKE,50.94,-120.8,BC
1516,RED LAKE 2,50.9,-120.77,BC
1517,RICHLAND,50.22,-118.5,BC
1518,RUTH LAKE,51.84,-120.98,BC
1519,SALMON ARM,50.7,-119.25,BC
1520,SALMON ARM 2,50.7,-119.28,BC
1521,SALMON ARM 3,50.68,-119.35,BC
1522,PINANTAN LAKE,50.72,-119.95,BC
1523,SALMON ARM A,50.69,-119.23,BC
1524,SAMATOSUM MOUNTAIN MINE,51.17,-119.82,BC
1525,SCOTCH CREEK,50.92,-119.46,BC
1526,70 MILE HOUSE,51.3,-121.4,BC
1527,SEYMOUR ARM,51.25,-118.95,BC
1528,SEYMOUR ARM NINE MILE LIGHT,51.07,-119.03,BC
1529,SHUSWAP FALLS,50.3,-118.82,BC
1530,SICAMOUS,50.8,-119.0,BC
1531,SICAMOUS 2,50.85,-118.98,BC
1532,SILVER CREEK,50.55,-119.35,BC
1533,SORRENTO,50.88,-119.48,BC
1534,SORRENTO EAST,50.88,-119.4,BC
1535,SPENCES BRIDGE,50.42,-121.5,BC
1536,SPENCES BRIDGE NICOLA,50.42,-121.31,BC
1537,SUGAR LAKE,50.33,-118.53,BC
1538,TAPPEN,50.75,-119.33,BC
1539,TAPPEN FORD ROAD,50.8,-119.3,BC
1540,TAPPEN NORTH,50.8,-119.3,BC
1541,TAPPEN TULARI FARM,50.67,-119.3,BC
1542,SUN PEAKS MOUNTAIN,50.9,-119.91,BC
1543,TRANQUILLE,50.72,-120.52,BC
1544,TURTLE VALLEY,50.84,-119.56,BC
1545,VAVENBY,51.58,-119.78,BC
1546,VENABLES VLY BHUMI FARM,50.6,-121.38,BC
1547,VINSULLA,50.93,-120.25,BC
1548,WATCH LAKE EAST,51.47,-121.07,BC
1549,WATCH LAKE NORTH,51.47,-121.12,BC
1550,WESTWOLD,50.47,-119.75,BC
1551,THIMBLE RANCH,50.23,-118.58,BC
1552,CLEARWATER CANDLE CRK,51.68,-120.0,BC
1553,KAMLOOPS PRATT ROAD,50.63,-120.17,BC
1554,GREEN LAKE,51.42,-121.23,BC
1555,HORSE LAKE LONE BUTE,51.57,-121.15,BC
1556,KAMLOOPS DALLAS,50.67,-120.17,BC
1557,SALMON ARM CS,50.7,-119.29,BC
1558,VIDETTE LAKE SHARPE LAKE,51.33,-120.84,BC
1559,CLEARWATER SPAHATS CREEK,51.73,-120.0,BC
1560,KAMLOOPS RAYLEIGH,50.82,-120.29,BC
1561,KAMLOOPS RIDGEVIEW TERRACE,50.7,-120.38,BC
1562,108 MILE HOUSE WATSON LAKE,51.7,-121.33,BC
1563,MONTE LAKE PAXTON VALLEY,50.53,-119.8,BC
1564,MONTE CREEK,50.65,-119.95,BC
1565,MONTE CREEK WEST,50.65,-120.02,BC
1566,SUN PEAKS LOWER,50.89,-119.88,BC
1567,WALHACHIN,50.77,-120.97,BC
1568,SUN PEAKS UPPER,50.9,-119.92,BC
1569,ALBREDA,52.67,-119.2,BC
1570,BOBBIE BURNS,50.95,-116.93,BC
1571,BRISCO,50.82,-116.26,BC
1572,BUGABOO CREEK LODGE,50.75,-116.71,BC
1573,CANOE RIVER,52.73,-119.38,BC
1574,CARIBOO LODGE,52.72,-119.47,BC
1575,DONALD,51.48,-117.15,BC
1576,DOWNIE CREEK,51.15,-117.83,BC
1577,DOWNIE SLIDE BCHPA,51.5,-118.52,BC
1578,FIELD,51.38,-116.48,BC
1579,FLAT CREEK,51.23,-117.62,BC
1580,GLACIER,51.23,-117.48,BC
1581,GLACIER AVALANCHE RS,51.27,-117.5,BC
1582,GLACIER NP ROGERS PASS,51.3,-117.52,BC
1583,GOLDEN A,51.3,-116.98,BC
1584,GOLDEN A,51.3,-116.98,BC
1585,GOLDEN A,51.3,-116.98,BC
1586,GOLDEN AIRPORT,51.3,-116.98,BC
1587,GOLDSTREAM RIVER,51.63,-118.42,BC
1588,GOLDSTREAM RIVER STITT CREEK,51.63,-118.17,BC
1589,GOLDSTREAM RIVER BREWSTER CREEK,51.64,-118.49,BC
1590,MICA DAM,52.05,-118.59,BC
1591,PARSON COLUMBIA MINES,50.95,-116.98,BC
1592,REVELSTOKE A,50.97,-118.18,BC
1593,REVELSTOKE A,50.96,-118.18,BC
1594,REVELSTOKE,51.0,-118.2,BC
1595,REVELSTOKE AIRPORT RD,50.95,-118.17,BC
1596,REVELSTOKE MT COPELAND,51.2,-118.38,BC
1597,REVELSTOKE COLUMBIA PARK,51.01,-118.22,BC
1598,REVELSTOKE AIRPORT AUTO,50.96,-118.18,BC
1599,ROGERS PASS,51.3,-117.52,BC
1600,REVELSTOKE CARNES CREEK,51.28,-118.13,BC
1601,SIDMOUTH,50.78,-118.02,BC
1602,SPILLIMACHEEN,50.92,-116.4,BC
1603,STONEY CREEK,51.35,-117.47,BC
1604,VALEMOUNT,52.82,-119.25,BC
1605,VALEMOUNT EAST,52.83,-119.25,BC
1606,WILDCAT CR. MISTAYA LODGE,51.7,-116.64,BC
1607,VALEMOUNT NORTH,52.85,-119.25,BC
1608,YOHO NAT PARK FIELD,51.35,-116.5,BC
1609,YOHO NAT PARK HECTOR,51.43,-116.33,BC
1610,YOHO NAT PARK OTTERTAIL,51.4,-116.55,BC
1611,YOHO NP WAPTA LAKE,51.45,-116.33,BC
1612,YOHO PARK,51.44,-116.34,BC
1613,GLACIER NP MT FIDELITY,51.24,-117.7,BC
1614,VALEMOUNT SOUTH,52.75,-119.3,BC
1615,YOHO NP WEST GATE,51.23,-116.67,BC
1616,YOHO NAT PARK BOULDER CR,51.38,-116.53,BC
1617,YOHO NP EMERALD LAKE,51.43,-116.54,BC
1618,YOHO NP OHARA LAKE,51.36,-116.34,BC
1619,YOHO NAT PARK LEANCHOIL,51.23,-116.57,BC
1620,ARRAS,55.73,-120.53,BC
1621,BAKER MINE,57.2,-126.95,BC
1622,BALDONNEL,56.23,-120.68,BC
1623,BEATTON RIVER,57.22,-121.47,BC
1624,BEATTON RIVER A,57.38,-121.38,BC
1625,BLACKWATER CREEK,55.53,-123.65,BC
1626,BOUNDARY LAKE,56.33,-120.1,BC
1627,BULLMOOSE,55.23,-121.38,BC
1628,CECIL LAKE CDA,56.33,-120.28,BC
1629,CHARLIE LAKE,56.3,-121.02,BC
1630,CHETWYND A,55.69,-121.63,BC
1631,CHETWYND A,55.69,-121.63,BC
1632,CHETWYND BCFS,55.7,-121.62,BC
1633,CHETWYND SUKUNKA,55.23,-121.65,BC
1634,CHETWYND A,55.69,-121.63,BC
1635,DAWSON CREEK,55.75,-120.22,BC
1636,DAWSON CREEK A,55.74,-120.18,BC
1637,DAWSON CREEK LWIS,55.74,-120.18,BC
1638,DAWSON CREEK A,55.74,-120.18,BC
1639,DAWSON CREEK RADIO BCN,55.78,-120.2,BC
1640,DENISON PLANT SITE,55.0,-121.03,BC
1641,DENISON SHERIFF,55.07,-121.12,BC
1642,FARRELL CREEK,56.18,-121.57,BC
1643,FINLAY FORKS,56.0,-123.9,BC
1644,FINLAY FORKS,55.9,-123.73,BC
1645,FORT ST JOHN,56.25,-120.83,BC
1646,FORT ST JOHN A,56.24,-120.74,BC
1647,FORT ST. JOHN A,56.24,-120.74,BC
1648,FORT ST JOHN AIRPORT,56.25,-120.75,BC
1649,FORT ST JOHN- HWOS CLIMATE,56.24,-120.74,BC
1650,FORT ST JOHN PINEVIEW,56.32,-120.82,BC
1651,GERMANSEN LANDING,55.79,-124.7,BC
1652,HUDSON HOPE,56.08,-121.92,BC
1653,HUDSON HOPE,56.03,-121.9,BC
1654,HUDSON HOPE,56.03,-121.91,BC
1655,HUDSON HOPE LYNX CREEK,56.12,-121.87,BC
1656,INGENIKA POINT,56.8,-124.9,BC
1657,HUDSON HOPE BCHPA DAM,56.02,-122.2,BC
1658,LAPRISE,57.43,-121.98,BC
1659,LONE PRAIRIE,55.57,-121.23,BC
1660,MACKENZIE A,55.31,-123.14,BC
1661,MACKENZIE,55.3,-123.13,BC
1662,MACKENZIE BCFS,55.32,-123.08,BC
1663,MACKENZIE AIRPORT AUTO,55.31,-123.14,BC
1664,MACKENZIE TOWNSITE,55.33,-123.08,BC
1665,LONE PRAIRIE SOUTH,55.55,-121.3,BC
1666,MCLEOD LAKE,55.03,-123.03,BC
1667,MESILINKA CAMP,56.12,-124.5,BC
1668,MORFEE LAKES MILL SITE,55.3,-123.17,BC
1669,NORTH PINE CDA EPF,56.43,-120.78,BC
1670,PINE PASS,55.35,-122.6,BC
1671,PINK MOUNTAIN,57.0,-122.37,BC
1672,PINK MOUNTAIN 3,56.94,-122.72,BC
1673,POUCE COUPE,55.72,-120.13,BC
1674,POUCE COUPE MTN VIEW,55.77,-120.1,BC
1675,PRESPATOU,56.92,-121.03,BC
1676,PROGRESS,55.83,-120.17,BC
1677,ROLLA,55.92,-120.07,BC
1678,ROLLA GOLATA CREEK,56.13,-120.13,BC
1679,ROSE PRAIRIE,56.65,-120.77,BC
1680,PINE PASS MT LEMORAY,55.54,-122.48,BC
1681,PINK MOUNTAIN 2,57.03,-122.52,BC
1682,SIKANNI CHIEF,57.25,-122.72,BC
1683,SIKANNI CHIEF,57.25,-122.72,BC
1684,SUMMIT LAKE BCFS,54.28,-122.63,BC
1685,SWEETWATER,55.87,-120.5,BC
1686,TAYLOR FLATS,56.17,-120.69,BC
1687,TAYLOR 3SE,56.12,-120.63,BC
1688,TUMBLER RIDGE,55.13,-121.25,BC
1689,WARE,57.43,-125.63,BC
1690,WOLVERINE RIVER,55.07,-121.27,BC
1691,WONOWON,56.73,-121.8,BC
1692,FINLAY FORKS 2,55.98,-123.73,BC
1693,HALFWAY RIVER,56.73,-122.58,BC
1694,FORT ST JOHN 8NW,56.25,-121.03,BC
1695,HUDSON HOPE BRENOT CREEK,56.08,-121.97,BC
1696,BUCKINGHORSE RIVER,57.38,-122.87,BC
1697,CASSIAR,59.28,-129.83,BC
1698,CASSIAR MINE,59.33,-129.82,BC
1699,CHURCHILL COPPER ONE,58.45,-125.4,BC
1700,COAL RIVER,59.67,-127.15,BC
1701,DEASE LAKE,58.43,-130.01,BC
1702,DEASE LAKE A,58.42,-130.03,BC
1703,DEASE LAKE LWIS,58.42,-130.03,BC
1704,FORT NELSON A,58.84,-122.6,BC
1705,FORT NELSON ALPINE RD,58.82,-122.7,BC
1706,FT NELSON CHURCHILL MINE,58.48,-125.4,BC
1707,FORT NELSON GARDINER CR,58.82,-122.7,BC
1708,FORT NELSON A,58.84,-122.6,BC
1709,FORT NELSON,58.84,-122.57,BC
1710,FORT NELSON UA,58.84,-122.57,BC
1711,GOOD HOPE LAKE,59.3,-129.28,BC
1712,LIARD RIVER (AUT),59.45,-126.15,BC
1713,LOWER POST,59.93,-128.5,BC
1714,MIDWAY PROJECT,59.93,-130.33,BC
1715,MILE 295 ALASKA HWY,58.78,-122.67,BC
1716,MINAKER RIVER,57.85,-123.03,BC
1717,MILE 306 ALASKA HWY,58.85,-122.87,BC
1718,MILE 318 ALASKA HWY,58.9,-123.12,BC
1719,MUNCHO LAKE,58.93,-125.77,BC
1720,MUNCHO LAKE A,58.93,-125.77,BC
1721,TETSA RIVER A,58.65,-124.24,BC
1722,MILE 351 ALASKA HWY,58.68,-123.72,BC
1723,MILE 371 ALASKA HWY,58.65,-124.13,BC
1724,TETSA RIVER,58.65,-124.24,BC
1725,PROPHET RIVER,58.22,-122.78,BC
1726,SIERRA,58.83,-121.42,BC
1727,SMITH RIVER A,59.9,-126.43,BC
1728,STEAMBOAT,58.68,-123.77,BC
1729,SUMMIT LAKE,58.65,-124.65,BC
1730,TOAD RIVER,58.85,-125.23,BC
1731,TOAD RIVER BONANZA CREEK,58.55,-125.48,BC
1732,TRUTCH MILE 200,57.73,-122.95,BC
1733,TRUTCH MOUNTAIN,57.38,-122.98,BC
1734,YOYO,58.88,-121.5,BC
1735,DEASE LAKE (AUT),58.43,-130.03,BC
1736,LOWER LIARD BRIDGE,59.42,-126.1,BC
1737,ATLIN,59.57,-133.7,BC
1738,BEARSKIN LAKE,58.22,-132.27,BC
1739,BENNETT,59.85,-134.98,BC
1740,BOB QUINN LAKE 2,56.97,-130.25,BC
1741,BOB QUINN,56.98,-130.25,BC
1742,BOB QUINN AGS,56.97,-130.25,BC
1743,BRONSON CREEK,56.67,-131.1,BC
1744,COLD FISH LAKE,57.67,-128.83,BC
1745,EDDONTENAJON,57.83,-129.98,BC
1746,GALORE CREEK,57.12,-131.45,BC
1747,GRAHAM INLET,59.6,-134.18,BC
1748,HAINES APPS NO 2,59.52,-136.47,BC
1749,HATIN LAKE,58.65,-131.72,BC
1750,HYLAND POST,57.65,-128.17,BC
1751,ISKUT,57.82,-129.97,BC
1752,ISKUT RANCH,57.87,-130.02,BC
1753,KINASKAN LAKE,57.53,-130.2,BC
1754,KUTCHO CREEK,58.28,-128.5,BC
1755,LINDEMAN CITY,59.78,-135.08,BC
1756,MCBRIDE RIVER,57.97,-129.27,BC
1757,MULE CREEK,59.78,-136.6,BC
1758,NAKONAKE RIVER,59.0,-133.48,BC
1759,PLEASANT CAMP,59.45,-136.37,BC
1760,PORTERS LANDING,58.8,-133.1,BC
1761,SCHAFT CREEK,57.35,-131.0,BC
1762,TELEGRAPH CREEK,57.9,-131.17,BC
1763,TELEGRAPH CREEK,57.9,-131.33,BC
1764,TODAGIN RANCH,57.6,-130.07,BC
1765,TULSEQUAH,58.7,-133.63,BC
1766,FRASER CAMP,59.72,-135.05,BC
1767,ISKUT RIVER (AUT),56.73,-131.67,BC
1768,JOHNNY MOUNTAIN,56.63,-131.08,BC
1769,LOST LAKE,56.72,-131.22,BC
1770,WINDY CRAGGY,59.62,-137.72,BC
1771,AISHIHIK A,61.65,-137.48,YT
1772,ANNIE LAKE ROBINSON,60.47,-134.83,YT
1773,ANVIL,62.37,-133.38,YT
1774,BABBAGE RIVER (AUT),68.82,-138.75,YT
1775,BEAVER CREEK A,62.41,-140.87,YT
1776,BEAVER CREEK A,62.41,-140.87,YT
1777,BEAVER CREEK A,62.41,-140.87,YT
1778,BEAVER CREEK YTG,62.37,-140.87,YT
1779,BLANCHARD RIVER,60.0,-136.77,YT
1780,BONANZA CREEK,63.97,-139.35,YT
1781,BOUNDARY,64.23,-140.35,YT
1782,BRAEBURN,61.47,-135.78,YT
1783,BRANDT PEAK,63.05,-140.93,YT
1784,BRYN MYRDDIN FARM,60.87,-135.38,YT
1785,BURWASH,61.37,-139.03,YT
1786,BURWASH A,61.37,-139.04,YT
1787,BURWASH A,61.37,-139.04,YT
1788,BURWASH A,61.37,-139.05,YT
1789,BURWASH AIRPORT AUTO,61.37,-139.02,YT
1790,BURWASH AWOS,61.37,-139.03,YT
1791,CARCROSS,60.17,-134.7,YT
1792,CARMACKS,62.1,-136.3,YT
1793,CARMACKS CS,62.12,-136.19,YT
1794,CARMACKS TOWER,62.18,-136.48,YT
1795,CASINO CREEK,62.73,-138.83,YT
1796,CASINO MTN,62.73,-138.83,YT
1797,CLINTON CREEK,64.42,-140.67,YT
1798,CLINTON CREEK,64.47,-140.73,YT
1799,DAWSON,64.07,-139.33,YT
1800,DAWSON,64.05,-139.43,YT
1801,DAWSON CITY A,64.04,-139.13,YT
1802,DAWSON A,64.04,-139.13,YT
1803,DAWSON TOWER,64.07,-139.33,YT
1804,DAWSON CITY A,64.04,-139.13,YT
1805,DEMPSTER 177,65.88,-137.55,YT
1806,DEMPSTER 179,65.92,-137.52,YT
1807,DEMPSTER 203,66.12,-137.25,YT
1808,DESTRUCTION BAY,61.25,-138.78,YT
1809,DEZADEASH,60.37,-137.05,YT
1810,DRURY CREEK,62.2,-134.39,YT
1811,EAGLE PLAINS,66.37,-136.72,YT
1812,EAGLE RIVER,66.45,-136.72,YT
1813,ELSA,63.92,-135.48,YT
1814,FARO,62.35,-133.4,YT
1815,FARO,62.23,-133.35,YT
1816,FARO A,62.21,-133.37,YT
1817,FARO (AUT),62.21,-133.38,YT
1818,FARO A,62.21,-133.37,YT
1819,FARO A,62.21,-133.37,YT
1820,FISH LAKE ROAD,60.72,-135.2,YT
1821,FORTY MILE,64.38,-140.6,YT
1822,FRANCES LAKE,61.33,-129.33,YT
1823,GOLDEN HORN,60.62,-134.82,YT
1824,HAECKEL HILL TOWER,60.75,-135.22,YT
1825,HAINES APPS #4,60.82,-137.73,YT
1826,HAINES JUNCTION,60.77,-137.58,YT
1827,HAINES JUNCTION YTG,60.75,-137.51,YT
